Date : 2025-10-14 17:51:09
Directory : /Users/lucaswhelan/nesolagus-suite
Total : 267 files,  69751 codes, 1353 comments, 5488 blanks, all 76592 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| engine/frontend (Files)                                                                                             |          7 |     10,095 |          2 |          7 |     10,104 |
| engine/frontend/src                                                                                                 |         58 |      8,049 |        206 |        946 |      9,201 |
| engine/frontend/src (Files)                                                                                         |          4 |        193 |          6 |         12 |        211 |
| engine/frontend/src/components                                                                                      |         35 |      5,723 |        113 |        690 |      6,526 |
| engine/frontend/src/components (Files)                                                                              |          1 |         89 |          1 |         16 |        106 |
| engine/frontend/src/components/Admin                                                                                |         13 |      1,793 |         15 |        242 |      2,050 |
| engine/frontend/src/components/Admin (Files)                                                                        |          7 |      1,562 |          9 |        203 |      1,774 |
| engine/frontend/src/components/Admin/ui                                                                             |          6 |        231 |          6 |         39 |        276 |
| engine/frontend/src/components/Survey                                                                               |         21 |      3,841 |         97 |        432 |      4,370 |
| engine/frontend/src/components/Survey (Files)                                                                       |          6 |      1,181 |         47 |        146 |      1,374 |
| engine/frontend/src/components/Survey/QuestionTypes                                                                 |         15 |      2,660 |         50 |        286 |      2,996 |
| engine/frontend/src/contexts                                                                                        |          2 |        148 |         14 |         23 |        185 |
| engine/frontend/src/hooks                                                                                           |          1 |          4 |          0 |          1 |          5 |
| engine/frontend/src/pages                                                                                           |          6 |        817 |          9 |        104 |        930 |
| engine/frontend/src/services                                                                                        |          2 |        282 |         16 |         50 |        348 |
| engine/frontend/src/store                                                                                           |          3 |        293 |         15 |         22 |        330 |
| engine/frontend/src/store (Files)                                                                                   |          1 |         11 |          0 |          2 |         13 |
| engine/frontend/src/store/slices                                                                                    |          2 |        282 |         15 |         20 |        317 |
| engine/frontend/src/styles                                                                                          |          2 |        272 |          2 |          1 |        275 |
| engine/frontend/src/types                                                                                           |          1 |         81 |          0 |          7 |         88 |
| engine/frontend/src/utils                                                                                           |          2 |        236 |         31 |         36 |        303 |
| engine/scripts                                                                                                      |          6 |        591 |         50 |         99 |        740 |
| packages                                                                                                            |         24 |      3,117 |         57 |        352 |      3,526 |
| packages/survey-components                                                                                          |         24 |      3,117 |         57 |        352 |      3,526 |
| packages/survey-components (Files)                                                                                  |          3 |        118 |          0 |         23 |        141 |
| packages/survey-components/src                                                                                      |         21 |      2,999 |         57 |        329 |      3,385 |
| packages/survey-components/src (Files)                                                                              |          1 |         19 |          5 |          3 |         27 |
| packages/survey-components/src/components                                                                           |         18 |      2,828 |         52 |        317 |      3,197 |
| packages/survey-components/src/components (Files)                                                                   |          4 |        478 |          4 |         61 |        543 |
| packages/survey-components/src/components/QuestionTypes                                                             |         14 |      2,350 |         48 |        256 |      2,654 |
| packages/survey-components/src/types                                                                                |          2 |        152 |          0 |          9 |        161 |
| scripts                                                                                                             |          5 |        844 |         89 |        218 |      1,151 |
| studio                                                                                                              |         83 |      9,752 |        569 |      1,760 |     12,081 |
| studio (Files)                                                                                                      |         18 |      2,353 |         30 |        752 |      3,135 |
| studio/app                                                                                                          |         10 |      1,075 |         50 |        120 |      1,245 |
| studio/app (Files)                                                                                                  |          2 |         89 |          0 |         10 |         99 |
| studio/app/api                                                                                                      |          3 |        415 |         34 |         50 |        499 |
| studio/app/api/clients                                                                                              |          1 |        106 |         11 |         12 |        129 |
| studio/app/api/clients/[slug]                                                                                       |          1 |        106 |         11 |         12 |        129 |
| studio/app/api/clients/[slug]/theme                                                                                 |          1 |        106 |         11 |         12 |        129 |
| studio/app/api/drafts                                                                                               |          1 |        152 |          1 |         17 |        170 |
| studio/app/api/drafts/[id]                                                                                          |          1 |        152 |          1 |         17 |        170 |
| studio/app/api/generate                                                                                             |          1 |        157 |         22 |         21 |        200 |
| studio/app/clients                                                                                                  |          2 |        232 |          6 |         12 |        250 |
| studio/app/clients (Files)                                                                                          |          1 |        184 |          3 |          5 |        192 |
| studio/app/clients/[slug]                                                                                           |          1 |         48 |          3 |          7 |         58 |
| studio/app/clients/[slug]/theme                                                                                     |          1 |         48 |          3 |          7 |         58 |
| studio/app/flow                                                                                                     |          1 |         89 |          2 |         10 |        101 |
| studio/app/flow/[id]                                                                                                |          1 |         89 |          2 |         10 |        101 |
| studio/app/generate                                                                                                 |          1 |        205 |          6 |         30 |        241 |
| studio/app/preview                                                                                                  |          1 |         45 |          2 |          8 |         55 |
| studio/app/preview/[draftId]                                                                                        |          1 |         45 |          2 |          8 |         55 |
| studio/components                                                                                                   |         25 |      2,933 |        160 |        356 |      3,449 |
| studio/components/flow                                                                                              |          4 |        534 |         72 |         73 |        679 |
| studio/components/generation                                                                                        |          4 |        606 |         23 |         65 |        694 |
| studio/components/preview                                                                                           |          6 |      1,145 |         53 |        138 |      1,336 |
| studio/components/theme                                                                                             |          1 |        296 |         12 |         33 |        341 |
| studio/components/ui                                                                                                |         10 |        352 |          0 |         47 |        399 |
| studio/data                                                                                                         |          1 |        196 |          0 |          0 |        196 |
| studio/docs                                                                                                         |          2 |      1,081 |          0 |        261 |      1,342 |
| studio/lib                                                                                                          |          5 |        259 |         52 |         40 |        351 |
| studio/prisma                                                                                                       |          3 |         69 |         20 |         24 |        113 |
| studio/prisma/migrations                                                                                            |          3 |         69 |         20 |         24 |        113 |
| studio/prisma/migrations/20251013224611_new                                                                         |          1 |         67 |         18 |         22 |        107 |
| studio/prisma/migrations/20251014011949_add_client_theme                                                            |          1 |          1 |          1 |          1 |          3 |
| studio/prisma/migrations/20251015000657_add_flow_layout                                                             |          1 |          1 |          1 |          1 |          3 |
| studio/scripts                                                                                                      |          3 |        472 |         11 |         24 |        507 |
| studio/src                                                                                                          |         15 |      1,243 |        246 |        177 |      1,666 |
| studio/src/contracts                                                                                                |          2 |        239 |         43 |         11 |        293 |
| studio/src/llm                                                                                                      |          1 |         64 |         11 |          7 |         82 |
| studio/src/pipeline                                                                                                 |          6 |        668 |        140 |        112 |        920 |
| studio/src/pipeline (Files)                                                                                         |          1 |         22 |          6 |          5 |         33 |
| studio/src/pipeline/steps                                                                                           |          5 |        646 |        134 |        107 |        887 |
| studio/src/utils                                                                                                    |          2 |         35 |          7 |         13 |         55 |
| studio/src/validation                                                                                               |          4 |        237 |         45 |         34 |        316 |
| studio/styles                                                                                                       |          1 |         71 |          0 |          6 |         77 |
+---------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                            | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /Users/lucaswhelan/nesolagus-suite/.claude/settings.local.json                                                      | JSON               |         19 |          0 |          1 |         20 |
| /Users/lucaswhelan/nesolagus-suite/IMPLEMENTATION_STATUS.md                                                         | Markdown           |        237 |          0 |         96 |        333 |
| /Users/lucaswhelan/nesolagus-suite/PHASE_1_COMPLETE.md                                                              | Markdown           |        330 |          0 |         93 |        423 |
| /Users/lucaswhelan/nesolagus-suite/README.md                                                                        | Markdown           |        221 |          0 |         86 |        307 |
| /Users/lucaswhelan/nesolagus-suite/docs/DESIGN.md                                                                   | Markdown           |      1,170 |          0 |        242 |      1,412 |
| /Users/lucaswhelan/nesolagus-suite/docs/PRD.md                                                                      | Markdown           |        457 |          0 |        111 |        568 |
| /Users/lucaswhelan/nesolagus-suite/engine/DEPLOYMENT.md                                                             | Markdown           |        121 |          0 |         35 |        156 |
| /Users/lucaswhelan/nesolagus-suite/engine/PORT_CHANGES.md                                                           | Markdown           |         44 |          0 |         10 |         54 |
| /Users/lucaswhelan/nesolagus-suite/engine/QUICK_START.md                                                            | Markdown           |         45 |          0 |         17 |         62 |
| /Users/lucaswhelan/nesolagus-suite/engine/README.md                                                                 | Markdown           |        117 |          0 |         43 |        160 |
| /Users/lucaswhelan/nesolagus-suite/engine/TESTING.md                                                                | Markdown           |        326 |          0 |        115 |        441 |
| /Users/lucaswhelan/nesolagus-suite/engine/VERCEL_DEPLOYMENT.md                                                      | Markdown           |        138 |          0 |         38 |        176 |
| /Users/lucaswhelan/nesolagus-suite/engine/VERCEL_FRONTEND_SETUP.md                                                  | Markdown           |         63 |          0 |         23 |         86 |
| /Users/lucaswhelan/nesolagus-suite/engine/VIDEOASK_WEBHOOK_SETUP.md                                                 | Markdown           |        130 |          0 |         20 |        150 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/.eslintrc.json                                                    | JSON with Comments |         31 |          0 |          0 |         31 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-all-blocks.sql                                              | MS SQL             |         24 |          2 |          1 |         27 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-answer-schema.sql                                           | MS SQL             |          2 |          2 |          1 |          5 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-answer-storage-detail.sql                                   | MS SQL             |         15 |          1 |          0 |         16 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-answer-values.sql                                           | MS SQL             |         22 |          2 |          1 |         25 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-b7-b9-specific.sql                                          | MS SQL             |         23 |          3 |          2 |         28 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-b9-full-record.sql                                          | MS SQL             |         23 |          2 |          1 |         26 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-b9-response.sql                                             | MS SQL             |         13 |          1 |          0 |         14 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-complex-answers.sql                                         | MS SQL             |         30 |          3 |          2 |         35 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-data.sql                                                    | MS SQL             |         18 |          5 |          4 |         27 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-latest-b9.sql                                               | MS SQL             |         28 |          2 |          1 |         31 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-metadata-complexity.sql                                     | MS SQL             |         16 |          2 |          1 |         19 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-metadata-content.sql                                        | MS SQL             |         21 |          2 |          1 |         24 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-question-flow.sql                                           | MS SQL             |         35 |          4 |          1 |         40 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-rating-answers.sql                                          | MS SQL             |         24 |          3 |          2 |         29 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-rating-storage.sql                                          | MS SQL             |         26 |          3 |          1 |         30 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/check-semantic-answers.sql                                        | MS SQL             |         25 |          2 |          1 |         28 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/diagnose-question-mapping.sql                                     | MS SQL             |         14 |          1 |          0 |         15 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/package-lock.json                                                 | JSON               |      7,056 |          0 |          1 |      7,057 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/package.json                                                      | JSON               |         60 |          0 |          1 |         61 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/railway.json                                                      | JSON               |         12 |          0 |          0 |         12 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/config/configLoader.ts                                        | TypeScript         |        160 |         33 |         28 |        221 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/controllers/admin.controller.ts                               | TypeScript         |        923 |         44 |        100 |      1,067 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/controllers/config.controller.ts                              | TypeScript         |         67 |         15 |          8 |         90 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/controllers/preview.controller.ts                             | TypeScript         |        400 |         71 |         80 |        551 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/controllers/survey.controller.ts                              | TypeScript         |        123 |         12 |         28 |        163 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/database/init.sql                                             | MS SQL             |         61 |          9 |          8 |         78 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/database/initialize.ts                                        | TypeScript         |         87 |          7 |         15 |        109 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/database/seed.sql                                             | MS SQL             |          7 |          1 |          0 |          8 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/database/seed.ts                                              | TypeScript         |         26 |          1 |          7 |         34 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/database/survey-structure.json                                | JSON               |      1,570 |          0 |          1 |      1,571 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/index.ts                                                      | TypeScript         |         88 |         11 |         15 |        114 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/middleware/auth.ts                                            | TypeScript         |         39 |          2 |          8 |         49 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/middleware/clerkAuth.ts                                       | TypeScript         |         74 |          8 |         15 |         97 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/middleware/errorHandler.ts                                    | TypeScript         |         37 |          1 |          7 |         45 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/middleware/validateRequest.ts                                 | TypeScript         |         23 |          0 |          4 |         27 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/routes/admin-mock.routes.ts                                   | TypeScript         |        133 |         10 |         23 |        166 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/routes/admin.routes.ts                                        | TypeScript         |         22 |          4 |          8 |         34 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/routes/clerkAdmin.routes.ts                                   | TypeScript         |         14 |          3 |          6 |         23 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/routes/config.routes.ts                                       | TypeScript         |          7 |          3 |          6 |         16 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/routes/preview.routes.ts                                      | TypeScript         |         16 |          8 |          7 |         31 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/routes/survey.routes.ts                                       | TypeScript         |         29 |          4 |          6 |         39 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/routes/webhook.routes.ts                                      | TypeScript         |        249 |         25 |         24 |        298 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/services/survey.service.ts                                    | TypeScript         |        239 |         13 |         29 |        281 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/services/surveyEngine.ts                                      | TypeScript         |        545 |         53 |         78 |        676 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/utils/logger.ts                                               | TypeScript         |         36 |          0 |          9 |         45 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/validators/admin.validators.ts                                | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/src/validators/survey.validators.ts                               | TypeScript         |         46 |          2 |          4 |         52 |
| /Users/lucaswhelan/nesolagus-suite/engine/backend/tsconfig.json                                                     | JSON with Comments |         30 |          0 |          0 |         30 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/clients/README.md                                                  | Markdown           |         44 |          0 |         15 |         59 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/clients/acme-corp.json                                             | JSON               |        179 |          0 |          0 |        179 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/clients/default.json                                               | JSON               |         36 |          0 |          1 |         37 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/clients/example-complex.json                                       | JSON               |        233 |          0 |          1 |        234 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/clients/example-simple.json                                        | JSON               |         75 |          0 |          1 |         76 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/schema/survey.schema.json                                          | JSON               |        120 |          0 |          1 |        121 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/schema/theme.schema.json                                           | JSON               |        114 |          0 |          1 |        115 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/survey.example.json                                                | JSON               |        130 |          0 |          1 |        131 |
| /Users/lucaswhelan/nesolagus-suite/engine/config/theme.example.json                                                 | JSON               |         79 |          0 |          1 |         80 |
| /Users/lucaswhelan/nesolagus-suite/engine/docker-compose.yml                                                        | YAML               |         69 |          0 |          4 |         73 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/CONFIGURATION_GUIDE.md                                               | Markdown           |        452 |          0 |        122 |        574 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/CONVERSION.md                                                        | Markdown           |        559 |          0 |        119 |        678 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/DEPLOYMENT_GUIDE.md                                                  | Markdown           |        461 |          0 |        153 |        614 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/QUESTION_TYPES.md                                                    | Markdown           |        522 |          0 |        142 |        664 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/SETUP_WIZARD_GUIDE.md                                                | Markdown           |        134 |          0 |         61 |        195 |
| /Users/lucaswhelan/nesolagus-suite/engine/examples/simple-feedback/theme.json                                       | JSON               |         25 |          0 |          1 |         26 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/.eslintrc.json                                                   | JSON with Comments |         45 |          0 |          0 |         45 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/index.html                                                       | HTML               |         30 |          2 |          4 |         36 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/package-lock.json                                                | JSON               |      9,906 |          0 |          1 |      9,907 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/package.json                                                     | JSON               |         65 |          0 |          1 |         66 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/App.tsx                                                      | TypeScript JSX     |         68 |          4 |          7 |         79 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/AdminOverview.tsx                           | TypeScript JSX     |        143 |          2 |         25 |        170 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/Analytics.tsx                               | TypeScript JSX     |        391 |          2 |         51 |        444 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ClerkPrivateRoute.tsx                       | TypeScript JSX     |         17 |          2 |          6 |         25 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/PrivateRoute.tsx                            | TypeScript JSX     |         14 |          0 |          5 |         19 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/QuestionBreakdown.tsx                       | TypeScript JSX     |        238 |          0 |         30 |        268 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ResponseDetail.tsx                          | TypeScript JSX     |        369 |          0 |         46 |        415 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ResponsesList.tsx                           | TypeScript JSX     |        390 |          3 |         40 |        433 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Badge.tsx                                | TypeScript JSX     |         25 |          1 |          4 |         30 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Buttons.tsx                              | TypeScript JSX     |         47 |          1 |          4 |         52 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Card.tsx                                 | TypeScript JSX     |         21 |          1 |          6 |         28 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Spinner.tsx                              | TypeScript JSX     |         12 |          1 |          4 |         17 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Table.tsx                                | TypeScript JSX     |         35 |          1 |          6 |         42 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/icons.tsx                                | TypeScript JSX     |         91 |          1 |         15 |        107 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/ErrorBoundary.tsx                                 | TypeScript JSX     |         89 |          1 |         16 |        106 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/ChatInterface.tsx                          | TypeScript JSX     |        356 |         21 |         50 |        427 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/ChatMessage.tsx                            | TypeScript JSX     |        351 |         23 |         35 |        409 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/ProgressBar.tsx                            | TypeScript JSX     |        170 |          1 |         17 |        188 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionRenderer.tsx                       | TypeScript JSX     |         63 |          1 |         17 |         81 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/ContactForm.tsx              | TypeScript JSX     |         92 |          0 |         13 |        105 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/Demographics.tsx             | TypeScript JSX     |        292 |          6 |         31 |        329 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/FinalMessage.tsx             | TypeScript JSX     |         65 |          0 |          6 |         71 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/MixedMedia.tsx               | TypeScript JSX     |        207 |          3 |         21 |        231 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/MultiChoice.tsx              | TypeScript JSX     |        161 |          6 |         17 |        184 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/QuickReply.tsx               | TypeScript JSX     |        139 |          1 |         15 |        155 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/Ranking.tsx                  | TypeScript JSX     |        317 |          2 |         30 |        349 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/Scale.tsx                    | TypeScript JSX     |        159 |          2 |         18 |        179 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/SemanticDifferential.tsx     | TypeScript JSX     |        146 |          0 |         17 |        163 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/SingleChoice.tsx             | TypeScript JSX     |        234 |          4 |         21 |        259 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/TextInput.tsx                | TypeScript JSX     |        148 |          2 |         14 |        164 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/VideoAskQuestion.tsx         | TypeScript JSX     |        169 |          6 |         26 |        201 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/VideoAutoplay.tsx            | TypeScript JSX     |        324 |         15 |         33 |        372 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/VideoRecorder.tsx            | TypeScript JSX     |        150 |          3 |         18 |        171 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/YesNo.tsx                    | TypeScript JSX     |         57 |          0 |          6 |         63 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/TypingIndicator.tsx                        | TypeScript JSX     |         89 |          1 |          9 |         99 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/WelcomeScreen.tsx                          | TypeScript JSX     |        152 |          0 |         18 |        170 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/contexts/ConfigContext.tsx                                   | TypeScript JSX     |        119 |          9 |         18 |        146 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/contexts/DynamicThemeProvider.tsx                            | TypeScript JSX     |         29 |          5 |          5 |         39 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/hooks/redux.ts                                               | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/index.tsx                                                    | TypeScript JSX     |         11 |          0 |          2 |         13 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/AdminDashboard.tsx                                     | TypeScript JSX     |        203 |          6 |         29 |        238 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/AdminDisabled.tsx                                      | TypeScript JSX     |         99 |          0 |         15 |        114 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/AdminLogin.tsx                                         | TypeScript JSX     |        146 |          0 |         20 |        166 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/ClerkSignIn.tsx                                        | TypeScript JSX     |         75 |          0 |          7 |         82 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/ClerkSignUp.tsx                                        | TypeScript JSX     |         75 |          0 |          7 |         82 |
