Date : 2025-10-16 11:53:10
Directory : /Users/lucaswhelan/nesolagus-suite
Total : 404 files,  94685 codes, 1900 comments, 7533 blanks, all 104118 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/lucaswhelan/nesolagus-suite/engine/config/theme.example.json                                                       | JSON               |         79 |          0 |          1 |         80 |
| /Users/lucaswhelan/nesolagus-suite/engine/docker-compose.yml                                                              | YAML               |         69 |          0 |          4 |         73 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/CONFIGURATION_GUIDE.md                                                     | Markdown           |        452 |          0 |        122 |        574 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/CONVERSION.md                                                              | Markdown           |        559 |          0 |        119 |        678 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/DEPLOYMENT_GUIDE.md                                                        | Markdown           |        461 |          0 |        153 |        614 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/QUESTION_TYPES.md                                                          | Markdown           |        522 |          0 |        142 |        664 |
| /Users/lucaswhelan/nesolagus-suite/engine/docs/SETUP_WIZARD_GUIDE.md                                                      | Markdown           |        134 |          0 |         61 |        195 |
| /Users/lucaswhelan/nesolagus-suite/engine/examples/simple-feedback/theme.json                                             | JSON               |         25 |          0 |          1 |         26 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/.eslintrc.json                                                         | JSON with Comments |         45 |          0 |          0 |         45 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/index.html                                                             | HTML               |         30 |          2 |          4 |         36 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/package-lock.json                                                      | JSON               |      9,906 |          0 |          1 |      9,907 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/package.json                                                           | JSON               |         67 |          0 |          1 |         68 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/App.tsx                                                            | TypeScript JSX     |         68 |          4 |          7 |         79 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/AdminOverview.tsx                                 | TypeScript JSX     |         56 |          0 |         12 |         68 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/Analytics.tsx                                     | TypeScript JSX     |        391 |          2 |         51 |        444 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ClerkPrivateRoute.tsx                             | TypeScript JSX     |         17 |          2 |          6 |         25 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/PrivateRoute.tsx                                  | TypeScript JSX     |         14 |          0 |          5 |         19 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/QuestionBreakdown.tsx                             | TypeScript JSX     |        238 |          0 |         30 |        268 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ResponseDetail.tsx                                | TypeScript JSX     |        369 |          0 |         46 |        415 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ResponsesList.tsx                                 | TypeScript JSX     |        390 |          3 |         40 |        433 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/dashboard/DashboardRenderer.tsx                   | TypeScript JSX     |        256 |          0 |         21 |        277 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/dashboard/helpers.ts                              | TypeScript         |         61 |          0 |          9 |         70 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/dashboard/types.ts                                | TypeScript         |         39 |          0 |          8 |         47 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/dashboard/useDashboardConfig.ts                   | TypeScript         |         50 |          0 |          9 |         59 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/dashboard/useDashboardData.tsx                    | TypeScript JSX     |         76 |          0 |         15 |         91 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Badge.tsx                                      | TypeScript JSX     |         25 |          1 |          4 |         30 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Buttons.tsx                                    | TypeScript JSX     |         47 |          1 |          4 |         52 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Card.tsx                                       | TypeScript JSX     |         21 |          1 |          6 |         28 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Spinner.tsx                                    | TypeScript JSX     |         12 |          1 |          4 |         17 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/Table.tsx                                      | TypeScript JSX     |         35 |          1 |          6 |         42 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Admin/ui/icons.tsx                                      | TypeScript JSX     |         91 |          1 |         15 |        107 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/ErrorBoundary.tsx                                       | TypeScript JSX     |         89 |          1 |         16 |        106 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/ChatInterface.tsx                                | TypeScript JSX     |        356 |         21 |         50 |        427 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/ChatMessage.tsx                                  | TypeScript JSX     |        351 |         23 |         35 |        409 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/ProgressBar.tsx                                  | TypeScript JSX     |        170 |          1 |         17 |        188 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionRenderer.tsx                             | TypeScript JSX     |         63 |          1 |         17 |         81 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/ContactForm.tsx                    | TypeScript JSX     |         92 |          0 |         13 |        105 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/Demographics.tsx                   | TypeScript JSX     |        292 |          6 |         31 |        329 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/FinalMessage.tsx                   | TypeScript JSX     |         65 |          0 |          6 |         71 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/MixedMedia.tsx                     | TypeScript JSX     |        207 |          3 |         21 |        231 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/MultiChoice.tsx                    | TypeScript JSX     |        161 |          6 |         17 |        184 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/QuickReply.tsx                     | TypeScript JSX     |        139 |          1 |         15 |        155 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/Ranking.tsx                        | TypeScript JSX     |        317 |          2 |         30 |        349 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/Scale.tsx                          | TypeScript JSX     |        159 |          2 |         18 |        179 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/SemanticDifferential.tsx           | TypeScript JSX     |        146 |          0 |         17 |        163 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/SingleChoice.tsx                   | TypeScript JSX     |        234 |          4 |         21 |        259 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/TextInput.tsx                      | TypeScript JSX     |        148 |          2 |         14 |        164 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/VideoAskQuestion.tsx               | TypeScript JSX     |        169 |          6 |         26 |        201 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/VideoAutoplay.tsx                  | TypeScript JSX     |        324 |         15 |         33 |        372 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/VideoRecorder.tsx                  | TypeScript JSX     |        150 |          3 |         18 |        171 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/QuestionTypes/YesNo.tsx                          | TypeScript JSX     |         57 |          0 |          6 |         63 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/TypingIndicator.tsx                              | TypeScript JSX     |         89 |          1 |          9 |         99 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/components/Survey/WelcomeScreen.tsx                                | TypeScript JSX     |        152 |          0 |         18 |        170 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/contexts/ConfigContext.tsx                                         | TypeScript JSX     |        119 |          9 |         18 |        146 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/contexts/DynamicThemeProvider.tsx                                  | TypeScript JSX     |         29 |          5 |          5 |         39 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/hooks/redux.ts                                                     | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/index.tsx                                                          | TypeScript JSX     |         11 |          0 |          2 |         13 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/AdminDashboard.tsx                                           | TypeScript JSX     |        203 |          6 |         29 |        238 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/AdminDisabled.tsx                                            | TypeScript JSX     |         99 |          0 |         15 |        114 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/AdminLogin.tsx                                               | TypeScript JSX     |        146 |          0 |         20 |        166 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/ClerkSignIn.tsx                                              | TypeScript JSX     |         75 |          0 |          7 |         82 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/ClerkSignUp.tsx                                              | TypeScript JSX     |         75 |          0 |          7 |         82 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/pages/SurveyPage.tsx                                               | TypeScript JSX     |        219 |          3 |         26 |        248 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/services/api.ts                                                    | TypeScript         |        220 |          9 |         34 |        263 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/services/clerkApi.ts                                               | TypeScript         |         64 |          7 |         17 |         88 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/store/slices/adminSlice.ts                                         | TypeScript         |         70 |          2 |          7 |         79 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/store/slices/surveySlice.ts                                        | TypeScript         |        212 |         13 |         13 |        238 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/store/store.ts                                                     | TypeScript         |         11 |          0 |          2 |         13 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/styled.d.ts                                                        | TypeScript         |        107 |          0 |          1 |        108 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/styles/GlobalStyle.ts                                              | TypeScript         |        168 |          1 |          1 |        170 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/styles/theme.ts                                                    | TypeScript         |        104 |          1 |          0 |        105 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/types/survey.ts                                                    | TypeScript         |         81 |          0 |          7 |         88 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/utils/questionTextMapping.ts                                       | TypeScript         |        177 |         29 |         25 |        231 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/utils/tracking.ts                                                  | TypeScript         |         59 |          2 |         11 |         72 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/src/vite-env.d.ts                                                      | TypeScript         |          7 |          2 |          2 |         11 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/tsconfig.json                                                          | JSON with Comments |         24 |          0 |          0 |         24 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/tsconfig.node.json                                                     | JSON               |         10 |          0 |          0 |         10 |
| /Users/lucaswhelan/nesolagus-suite/engine/frontend/vite.config.ts                                                         | TypeScript         |         15 |          0 |          1 |         16 |
| /Users/lucaswhelan/nesolagus-suite/engine/package-lock.json                                                               | JSON               |        867 |          0 |          1 |        868 |
| /Users/lucaswhelan/nesolagus-suite/engine/package.json                                                                    | JSON               |         45 |          0 |          1 |         46 |
| /Users/lucaswhelan/nesolagus-suite/engine/scripts/setup-wizard.js                                                         | JavaScript         |        255 |         13 |         27 |        295 |
| /Users/lucaswhelan/nesolagus-suite/engine/scripts/start-dev.sh                                                            | Shell Script       |         49 |          9 |         11 |         69 |
| /Users/lucaswhelan/nesolagus-suite/engine/scripts/start-docker.sh                                                         | Shell Script       |         28 |          7 |         10 |         45 |
| /Users/lucaswhelan/nesolagus-suite/engine/scripts/start-local.sh                                                          | Shell Script       |         51 |         12 |         13 |         76 |
| /Users/lucaswhelan/nesolagus-suite/engine/scripts/test-webhook.js                                                         | JavaScript         |         89 |          6 |         18 |        113 |
| /Users/lucaswhelan/nesolagus-suite/engine/scripts/validate-config.js                                                      | JavaScript         |        119 |          3 |         20 |        142 |
| /Users/lucaswhelan/nesolagus-suite/engine/vercel.json                                                                     | JSON               |         21 |          0 |          1 |         22 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/README.md                                      | Markdown           |         23 |          0 |         14 |         37 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/docs/DASHBOARD_STRATEGIC_ANALYSIS.md           | Markdown           |        399 |          0 |        139 |        538 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/docs/DUAL_DASHBOARD_STRATEGY.md                | Markdown           |        630 |          0 |        102 |        732 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/docs/SESSION_LOG.md                            | Markdown           |        901 |          0 |        248 |      1,149 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/docs/community-intelligence-positioning.md     | Markdown           |        111 |          0 |         43 |        154 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/docs/discovery-recap.md                        | Markdown           |        129 |          0 |         26 |        155 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/docs/product-brief.md                          | Markdown           |         38 |          0 |         10 |         48 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/eslint.config.mjs                              | JavaScript         |         21 |          0 |          5 |         26 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/next.config.ts                                 | TypeScript         |          4 |          1 |          3 |          8 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/package-lock.json                              | JSON               |      7,381 |          0 |          1 |      7,382 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/package.json                                   | JSON               |         34 |          0 |          1 |         35 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/postcss.config.mjs                             | JavaScript         |          4 |          0 |          2 |          6 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/data/ct_towns.geojson                   | JSON               |          0 |          0 |          1 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/data/ct_zcta_by_town.geojson            | JSON               |          0 |          0 |          1 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/data/ct_zctas.geojson                   | JSON               |          0 |          0 |          1 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/file.svg                                | XML                |          1 |          0 |          0 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/globe.svg                               | XML                |          1 |          0 |          0 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/next.svg                                | XML                |          1 |          0 |          0 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/vercel.svg                              | XML                |          1 |          0 |          0 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/public/window.svg                              | XML                |          1 |          0 |          0 |          1 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/scripts/inspect-xlsx.js                        | JavaScript         |         38 |          2 |          8 |         48 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/analysis/page.tsx                      | TypeScript JSX     |         53 |          3 |         12 |         68 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/analytics/page.tsx                     | TypeScript JSX     |        764 |          3 |         60 |        827 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/export/[type]/route.ts             | TypeScript         |         53 |          1 |         10 |         64 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/export/csv/route.ts                | TypeScript         |         24 |          5 |          5 |         34 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/export/engagement-metrics/route.ts | TypeScript         |         24 |          5 |          5 |         34 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/export/narratives/route.ts         | TypeScript         |         61 |          0 |          6 |         67 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/media/audio/route.ts               | TypeScript         |         24 |          0 |          2 |         26 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/media/methodology/route.ts         | TypeScript         |         24 |          0 |          2 |         26 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/metrics/route.ts                   | TypeScript         |        166 |         11 |         16 |        193 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/models/distribution/route.ts       | TypeScript         |         57 |          0 |          4 |         61 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/narratives/route.ts                | TypeScript         |         86 |          5 |         12 |        103 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/participants/route.ts              | TypeScript         |        154 |         13 |         12 |        179 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/personas/export/route.ts           | TypeScript         |         68 |          3 |         10 |         81 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/question-breakdown/route.ts        | TypeScript         |        118 |         11 |         20 |        149 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/api/rank/priorities/route.ts           | TypeScript         |         59 |          0 |          3 |         62 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/community-pulse/loading.tsx            | TypeScript JSX     |         12 |          0 |          1 |         13 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/community-pulse/page.tsx               | TypeScript JSX     |        394 |         15 |         32 |        441 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/globals.css                            | PostCSS            |         22 |          0 |          5 |         27 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/layout.tsx                             | TypeScript JSX     |         29 |          0 |          4 |         33 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/not-found.tsx                          | TypeScript JSX     |         16 |          0 |          1 |         17 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/page.tsx                               | TypeScript JSX     |        516 |         12 |         23 |        551 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/personas/[id]/email/page.tsx           | TypeScript JSX     |        461 |          9 |         17 |        487 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/personas/[id]/prospects/page.tsx       | TypeScript JSX     |        433 |         17 |         24 |        474 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/personas/page.tsx                      | TypeScript JSX     |        659 |         26 |         31 |        716 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/print/layout.tsx                       | TypeScript JSX     |         27 |          1 |          3 |         31 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/print/report/page.tsx                  | TypeScript JSX     |        279 |         10 |         22 |        311 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/reports/loading.tsx                    | TypeScript JSX     |         12 |          0 |          1 |         13 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/reports/page.tsx                       | TypeScript JSX     |        111 |          0 |         14 |        125 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/robots.txt/route.ts                    | TypeScript         |         13 |          0 |          3 |         16 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/settings/page.tsx                      | TypeScript JSX     |      1,070 |         10 |         54 |      1,134 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/splash-page-backup.tsx                 | TypeScript JSX     |        165 |          7 |         12 |        184 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/splash/page.tsx                        | TypeScript JSX     |        184 |          7 |         17 |        208 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/strategic-plan/page.tsx                | TypeScript JSX     |        445 |         10 |         21 |        476 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/app/zzz/page.tsx                           | TypeScript JSX     |          3 |          0 |          1 |          4 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ChartFunnel.tsx                 | TypeScript JSX     |         29 |          2 |          4 |         35 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ClientThemeVars.tsx             | TypeScript JSX     |         17 |          2 |          6 |         25 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/DownloadPDF.tsx                 | TypeScript JSX     |         11 |          0 |          2 |         13 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/SpectrumDonut.tsx               | TypeScript JSX     |         24 |          2 |          5 |         31 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/auth/LoginWidget.tsx            | TypeScript JSX     |         95 |         65 |          9 |        169 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/auth/MONOREPO_USAGE.md          | Markdown           |        206 |          0 |         49 |        255 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/auth/README.md                  | Markdown           |        169 |          0 |         55 |        224 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/auth/index.ts                   | TypeScript         |          1 |          5 |          2 |          8 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ghac-dashboard.tsx              | TypeScript JSX     |         80 |          8 |          7 |         95 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/maps/CTMap.tsx                  | TypeScript JSX     |         66 |          2 |          8 |         76 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/maps/CTParticipantMap.tsx       | TypeScript JSX     |        244 |         16 |         18 |        278 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/print/AutoPrint.tsx             | TypeScript JSX     |         11 |          0 |          4 |         15 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/ClientThemeVars.tsx          | TypeScript JSX     |         26 |          5 |          6 |         37 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/app-header.tsx               | TypeScript JSX     |         18 |          1 |          3 |         22 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/community-spectrum.tsx       | TypeScript JSX     |         71 |          0 |          5 |         76 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/engagement-funnel.tsx        | TypeScript JSX     |         65 |          4 |          9 |         78 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/global-header.tsx            | TypeScript JSX     |         37 |          3 |          4 |         44 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/gradient-bar.tsx             | TypeScript JSX     |         39 |          0 |          4 |         43 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/primary-button.tsx           | TypeScript JSX     |         31 |          5 |          6 |         42 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/components/ui/sidebar.tsx                  | TypeScript JSX     |        127 |         11 |          9 |        147 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/archetype_models.json                 | JSON               |        106 |          0 |          2 |        108 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/archetype_rules.json                  | JSON               |          6 |          0 |          2 |          8 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/archetypes.json                       | JSON               |         18 |          0 |          2 |         20 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/client.config.json                    | JSON               |         11 |          0 |          1 |         12 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/methodology.json                      | JSON               |          6 |          0 |          2 |          8 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/metrics.json                          | JSON               |         21 |          0 |          1 |         22 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/narratives-export.json                | JSON               |        398 |          0 |          0 |        398 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/themes.json                           | JSON               |          6 |          0 |          2 |          8 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/zip_centroids.ts                      | TypeScript         |         26 |          1 |          2 |         29 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/data/zip_to_city.json                      | JSON               |         64 |          0 |          1 |         65 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/lib/comprehensive-xlsx-parser.ts           | TypeScript         |        262 |         26 |         55 |        343 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/lib/data.ts                                | TypeScript         |        125 |          6 |          8 |        139 |
